"€1,700 monthly","2 bedrooms (1 single, 1 double), 2 bathrooms, unfurnished","Castlehall Swords Central Swords, Swords, Co. Dublin"
"€1,716 monthly","2 bedrooms (2 double), 1 bathroom, furnished","The Walk, Robswall, Malahide, Co. Dublin"
"€1,700 monthly","3 bedrooms (1 single, 1 double, 1 twin), 1 bathroom, furnished","Tonlegee Road, Raheny, Dublin 5"
"€1,900 monthly","2 bedrooms (2 double), 1 bathroom, furnished","159 Lower Kimmage Road, Harold\'s Cross, Dublin 6"
"€1,700 monthly","1 bedroom (1 double), 1 bathroom, furnished","Castleforbes Road, IFSC, Dublin 1"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Mountjoy Square, Dublin 1"
"€1,200 monthly","1 bedroom (1 double), 1 bathroom, furnished","39 Brighton Square,rathgar, Dublin 6, Rathgar, Dublin 6"
"€1,900 monthly","2 bedrooms (2 double), 1 bathroom, furnished","10 Sullivan Street, Stoneybatter, Dublin 7"
"€1,050 monthly","1 bedroom (1 double), 1 bathroom, furnished","36 Lower Rathmines Road, Rathmines, Dublin 6"
"€1,850 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Whitestown Way, Tallaght, Dublin 24., Tallaght, Dublin 24"
"€1,100 monthly","1 bedroom (1 double), 1 bathroom, furnished","Whitechurch Green, Ballyboden, Dublin 14"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Apt 4 The Spruce, Grattan Wood, Donaghmede, Dublin, Donaghmede, Dublin 13"
"€1,850 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Chesterfield, Riverpark Apartments, Conyngham R, Islandbridge, Dublin 8"
"€1,500 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Palmerston Road, Rathmines, Dublin 6"
"€1,000 monthly",studio apartment to rent,"South Richmond Street, Portobello, Dublin 8"
"€1,300 monthly","1 bedroom (1 double), 1 bathroom, furnished","Carrigmore Crescent, Citywest, Co. Dublin"
"€1,982 monthly","3 bedrooms (3 double), 2 bathrooms, furnished","Clearwater Court, Ashtown, Dublin 15"
"€1,680 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Verville Court, Vernon Avenue Extension, Clontarf, Dublin 3"
"€1,650 monthly","3 bedrooms (3 double), 1 bathroom, furnished","Monastery Rise, Clondalkin, Dublin 22"
"€1,170 monthly","1 bedroom (1 double), 1 bathroom, furnished","Main St., Rathcoole, Co. Dublin"
"€1,400 monthly","2 bedrooms (2 double), 1 bathroom, furnished","The Crescent Building, Park West, Dublin 12"
"€1,650 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","59 Galtrim Grange, Malahide, Co. Dublin"
"€1,350 monthly","1 bedroom (1 single), 1 bathroom, furnished","Lower Rathmines Rd, Rathmines, Dublin 6"
"€1,450 monthly","4 bedrooms (2 single, 2 double), 3 bathrooms, furnished","Mount Rochford Avenue, Balbriggan, Co. Dublin"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","11 Healy Street, North Circular Road, Dublin 1"
"€1,450 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Rathbeale Road, Swords, Co. Dublin"
"€1,400 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Fforest Close, Kingswood, Tallaght, Dublin 24"
"€1,350 monthly","1 bedroom (1 double), 1 bathroom, furnished","Rathbeale Road, Swords, Co. Dublin"
"€1,850 monthly","1 bedroom (1 double), 1 bathroom, furnished","Townsend Street, Dublin 2"
"€1,920 monthly","1 bedroom (1 double), 1 bathroom, furnished","Mount Saint Annes, Milltown, Dublin 6"
"€1,700 monthly","1 bedroom (1 double), 1 bathroom, furnished","Burton House, IFSC, Dublin 1"
"€1,819 monthly","2 bedrooms (2 double), 1 bathroom, furnished","298, Block E, Castleforbes Sq, IFSC, Dublin 1"
"€1,550 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Heath Square, Mckee Avenue, Finglas, Dublin 11"
"€1,650 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Cedar Place, Ridgewood, Swords, Co. Dublin"
"€1,200 monthly","1 bedroom (1 double), 1 bathroom, unfurnished","1 Bed Priorsgate, Greenhills Road, Tallaght, Dublin 24"
"€1,100 monthly","1 bedroom (1 double), 1 bathroom, furnished","North Circular Road, Dublin 7"
"€2,000 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18"
"€1,875 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Slade Castle Avenue Saggart, Saggart, Co. Dublin"
"€1,850 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Off North Circular Road, Dublin 1"
"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","Hybreasal House, South Circular Road, South Circular Road, Dublin 8"
"€1,800 monthly","2 bedrooms (2 double), 1 bath","Glandore Road, Drumcondra, Dublin 3"
"€1,900 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Oakley Court - 24, Oakley Road, Ranelagh, Dublin 6"
"€1,965 monthly","1 bedroom (1 double), 1 bathroom, furnished","Sandford Lodge By Kennedy Wilson, Ranelagh, Dublin 6"
"€1,175 monthly",studio apartment to rent,"Rathmines Road Lower, Rathmines, Dublin 6"
"€1,950 monthly","2 bedrooms (1 double, 1 twin), 1 bathroom, furnished","Meath Street, Dublin 8"
"€1,690 monthly","1 bedroom (1 double), 1 bathroom, furnished","Corrig Road, Dun Laoghaire, Co. Dublin"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","48 Thomas Street, Dublin 8"
"€1,700 monthly","1 bedroom (1 double), 1 bathroom, furnished or unfurnished","Fairhaven Strand Street ( In Heart Of Village), Malahide, Co. Dublin"
"€1,945 monthly","1 bedroom (1 double), 1 bathroom, furnished","4 Saint Josephs Parade, Dublin 7"
€800 monthly,"1 bedroom (1 double), 1 bathroom, furnished","Hazelwood Avenue, Hartstown, Dublin 15"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Falcon\'s View, New Navan Road, Blanchardstown, Blanchardstown, Dublin 15"
"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","Marlborough Court, Marlborough Street, Dublin 1"
€400 weekly,"1 bedroom (1 double), 1 bathroom, furnished","7a Rainsfort Street, Thomas Court, Dublin 8"
"€1,700 monthly","1 bedroom (1 double), 1 bathroom, furnished","Wyndham Court,Chancery Lane, Dublin 2"
"€1,950 monthly","3 bedrooms (1 single, 2 double), 2 bathrooms, furnished","155 Brandon Road Walkinstown, Drimnagh, Dublin 12"
"€1,850 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Main Street, Ballymun, Dublin 9"
"€1,400 monthly","1 bedroom (1 double), 1 bathroom, furnished","Dominick Street, Dublin 1"
"€1,600 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Northwood, Santry, Dublin 9"
"€1,000 monthly","1 bedroom (1 double), 1 bathroom, furnished","Parkwood Grove, Tallaght, Dublin 24"
"€1,700 monthly","3 bedrooms (3 double), 2 bathrooms, furnished","Slade Castle, Saggart, Co. Dublin"
"€1,872 monthly","1 bedroom (1 double), 1 bathroom, furnished","Apt 27, Wellington House, 85 Wellington Road, Ballsbridge, Dublin 4"
"€1,390 monthly","1 bedroom (1 twin), 1 bathroom, furnished","The Rise, Whitehall, Glasnevin, Dublin 9"
"€1,900 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","The Anchorage, Robswall, Malahide, Co. Dublin"
€900 monthly,studio apartment to rent,"Wheatfield Crescent, Clondalkin, Dublin 22"
"€1,653 monthly","2 bedrooms (2 double), 1 bathroom, furnished","15 Woodlawn, Lower Mounttown Rd, Dun Laoghaire, Co. Dublin"
"€1,900 monthly","1 bedroom (1 double), 1 bathroom, furnished","Christchurch Place, Christchurch, Dublin 2"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","North Circular Road / Marlborough Road, Dublin 7"
"€1,700 monthly","1 bedroom (1 double), 1 bathroom, furnished","Crosbies Yard, East Wall, Dublin 3"
"€1,400 monthly","1 bedroom (1 double), 1 bathroom, furnished","Victoria Street, Portobello, Dublin 8"
"€1,900 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Railway Court, Old St, Malahide, Co. Dublin"
"€1,750 monthly","2 bedrooms (2 double), 1 bathroom, furnished","The Island, Chapelizod, Dublin 20"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","2 Oakwood Avenue Swords, Swords, Co. Dublin"
"€1,150 monthly","2 bedrooms (2 single), 1 bathroom, furnished","St Donagh\'s Road, Donaghmede, Dublin 13"
"€1,750 monthly","2 bedrooms (1 single, 1 double), 2 bathrooms, furnished","49 Rockview Blackglen Road Sandyford, Sandyford, Dublin 18"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","The Wellington, Islandbridge, Chapelizod, Dublin 20"
"€1,450 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Belfry Meadows, Citywest, Co. Dublin"
"€1,500 monthly","3 bedrooms (1 single, 2 double), 1 bathroom, furnished","91, Whitethorn Drive, Palmerstown, Palmerstown, Dublin 20"
"€1,750 monthly","1 bedroom (1 double), 1 bathroom, furnished","Tailors Court, Christchurch, Dublin 8"
"€1,750 monthly","1 bedroom (1 double), 1 bathroom, furnished","The Courtyard Pleastants Street, Dublin 8"
"€1,650 monthly","1 bedroom (1 double), 1 bathroom, furnished","Plaza Crescent, Forster Way, Swords Village, Swords, Co. Dublin"
"€1,450 monthly","1 bedroom (1 double), 1 bathroom, furnished","19-21 Lower Rathmines Road, Rathmines, Dublin 6"
"€1,600 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Prospect Hill, Finglas, Dublin 11"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Baileys Court, Baileys row, Dublin 1"
"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","36 Lower Rathmines Road, Rathmines, Dublin 6"
"€1,188 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","The Square, Rush, Co. Dublin"
"€1,533 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Askilawn, Kincora Road, Clontarf, Dublin 3"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Cornelscourt Cottages, Old Bray Road, Cornelscourt, Dublin 18"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","Market Square, Green Street, Dublin 1"
"€1,300 monthly",studio apartment to rent,"Leinster Rd, Rathmines, Dublin 6"
€900 monthly,"1 bedroom (1 double), 1 bathroom, furnished","Right Beside Mater Hospital, Phibsborough, Dublin 7"
"€2,000 monthly","2 bedrooms (1 double, 1 twin), 1 bathroom, furnished","Kings Avenue, Ballybough, Dublin 3"
"€1,100 monthly","1 bedroom (1 double), 1 bathroom, furnished","Apartment At Gerardstown Mews, Ballyboughal, Co. Dublin"
"€1,700 monthly","1 bedroom (1 double), 1 bathroom, furnished","38 Francis Street, Dublin 8"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","Slade Castle Wood, Saggart, Co. Dublin"
"€1,500 monthly","1 bedroom (1 twin), 1 bathroom, furnished","North Brunswick Street Dublin 7, Smithfield, Dublin 7"
"€1,800 monthly","2 bedrooms (1 single, 1 twin), 1 bathroom, furnished","25 South Richmond Street, Dublin 2., Portobello, Dublin 8"
"€1,550 monthly","3 bedrooms (1 single, 2 double), 1 bathroom, unfurnished","8 Cherry Avenue, Swords, Co. Dublin"
"€1,300 monthly","1 bedroom (1 double), 1 bathroom, furnished","The Orchard - 7, Cherry Orchard, Dublin 22"
"€1,650 monthly","2 bedrooms (2 double), 1 bathroom, unfurnished","Cremona Road, Ballyfermot, Dublin 10"
"€1,700 monthly","2 bedrooms (2 double), 1 bathroom, furnished","8 Cambria, Monkstown, Co. Dublin"
"€1,600 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Boroimhe Birches, Swords, Co. Dublin"
€900 monthly,"1 bedroom (1 double), 1 bathroom, furnished","Foxesite, Glencullen, Co. Dublin"
"€1,150 monthly","1 bedroom (1 double), 1 bathroom, furnished","Glin Grove, Coolock, Dublin 5"
"€1,600 monthly","2 bedrooms (1 single, 1 double), 2 bathrooms, furnished","Belarmine Place, Stepaside, Dublin 18"
"€1,850 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Rosanule, Phoenix Park Racecourse, Castleknock, Dublin 15"
"€1,650 monthly","3 bedrooms (2 double, 1 twin), 4 bathrooms, furnished","Monastery Gate Lawns, Clondalkin, Dublin 22"
"€1,600 monthly","2 bedrooms (2 double), 3 bathrooms, unfurnished","The Courtyard, Clonsilla, Dublin 15"
"€1,700 monthly","1 bedroom (1 double), 1 bathroom, furnished","7 Wicklow Court, 38-40 South Great George's Street, Dublin 2"
"€1,250 monthly","1 bedroom (1 double), 1 bathroom, furnished","1 Cabra Road, Phibsborough, Dublin 7"
"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","Abberley Square, Belgard Road, Tallaght, Dublin 24"
€220 weekly,"1 bedroom (1 single), 1 bathroom, furnished","***STUDENT ACCOMMODATION ONLY***Mountjoy Street, Dublin 7"
€335 weekly,"2 bedrooms (2 double), 1 bathroom, furnished","Salisbury Apartments, South Circular Road, Dublin 8"
"€1,995 monthly","3 bedrooms (1 single, 2 double), 2 bathrooms, furnished","Hunterswood, Ballycullen, Dublin 24"
€275 weekly,studio apartment to rent,"Dorset Street, Dublin 1"
"€1,750 monthly","1 bedroom (1 double), 1 bathroom, furnished","Sussex Terrace Mespil Estate Elm House, Ballsbridge, Dublin 4"
"€1,648 monthly","2 bedrooms (2 double), 2 bathrooms, unfurnished","College View, Silloge Road, Ballymun, Dublin 9"
"€1,550 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Heath Square, Finglas, Dublin 11"
"€1,800 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","32 River Park,the Wellington, Islandbridge, Kilmainham, Dublin 8"
"€1,000 monthly",studio apartment to rent,"1, Old Cabra Road, Dublin 7"
"€1,995 monthly","1 bedroom (1 double), 1 bathroom, furnished","Pembroke Road, Ballsbridge, Dublin 4"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Loreto Crescent, Rathfarnham, Dublin 14"
"€1,100 monthly","1 bedroom (1 double), 1 bathroom, furnished","Oakwood Road, Glasnevin, Dublin 9"
"€1,924 monthly","2 bedrooms (2 double), 1 bathroom, furnished","South Dock Street, Ringsend, Dublin 4"
"€2,000 monthly","2 bedrooms (2 double), 1 bathroom, furnished","32 River Park, The Wellington, Cunningham Road, Islandbridge, Dublin 8"
"€1,775 monthly","1 bedroom (1 double), 1 bathroom, furnished","Shaw Court, Synge Place, Portobello, Dublin 8"
"€1,700 monthly","3 bedrooms (1 single, 2 double), 1 bathroom, furnished","Dunsink Drive, Finglas, Dublin 11"
"€1,800 monthly","2 bedrooms (2 double), 1 bathroom, unfurnished","22 Tournville Lodge, Rathfarnham, Dublin 14"
"€1,550 monthly","1 bedroom (1 double), 1 bathroom, unfurnished","Hampton Wood Drive One Bedroom Apartments, Finglas, Dublin 11"
"€2,000 monthly","1 bedroom (1 double), 2 bathrooms, furnished","York Road, Rathmines, Dublin 6"
"€1,550 monthly","1 bedroom (1 double), 1 bathroom, unfurnished","Hampton Wood Drive, Finglas, Dublin 11"
"€1,500 monthly","1 bedroom (1 double), 1 bathroom, furnished","14 Upper Mount Pleasant Avenue, Rathmines, Dublin 6"
"€1,550 monthly","1 bedroom (1 double), 1 bathroom, unfurnished","Hampton Woods One Bed Hampton Square, Ballymun, Dublin 11"
€260 weekly,"1 bedroom (1 double), 1 bathroom, furnished","New Mill, Mill Street, The Liberties, Dublin 8"
"€1,850 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","Fern Court, Stepaside Park, Stepaside, Dublin 18"
"€1,900 monthly","2 bedrooms (2 double), 2 bathrooms, furnished","No.14 The Paddocks Court, The Paddocks, Adamstown, Adamstown, Co. Dublin"
"€1,850 monthly","3 bedrooms (3 double), 3 bathrooms, furnished","Achill Square, Blanchardstown, Dublin 15"
"€2,000 monthly","2 bedrooms (2 twin), 1 bathroom, furnished","17 Marks Alley West, off Francis street, Dublin 8"
"€1,300 monthly","1 bedroom (1 double), 1 bathroom, furnished","Mayeston Court, Finglas, Dublin 11"
"€1,550 monthly","1 bedroom (1 double), 1 bathroom, unfurnished","One Bedroom Apartments In Hampton Wood, Finglas, Dublin 11"
"€1,450 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Plunkett Avenue, Finglas, Dublin 11"
"€1,600 monthly","2 bedrooms (2 double), 1 bathroom, furnished","Rosedale Close, Clonee, Dublin 15"
€400 weekly,"1 bedroom (1 double), 1 bath","Old Town Park, Santry, Dublin 9"
"€1,100 monthly","1 bedroom (1 double), 1 bathroom, furnished","Vernon Grove Clontarf Dubin3, Clontarf, Dublin 3"
"€1,600 monthly","1 bedroom (1 double), 1 bathroom, furnished","The Millrace, Chapelizod, Dublin 20"
€280 weekly,studio apartment to rent,"Upper Buckingham Street, Dublin 1"
"€1,300 monthly","1 bedroom (1 double), 1 bathroom, furnished","Main Street, Coolmine, Dublin 15"
"€1,250 monthly","1 bedroom (1 double), 1 bathroom, furnished","Howth Road, Clontarf, Dublin 3"
"€1,950 monthly","1 bedroom (1 double), 1 bathroom, furnished","Craike House Francis Street, Christchurch, Dublin 8"
"€1,890 monthly","1 bedroom (1 double), 1 bathroom, furnished","New Row place, Dublin 8"
"€1,325 monthly","1 bedroom (1 double), 1 bathroom, furnished","(1) Tallaght Cross East, Tallaght, Dublin 24"
"€1,450 monthly","2 bedrooms (1 single, 1 double), 1 bathroom, furnished","Holywell, Swords, Co. Dublin"
"€1,950 monthly","1 bedroom (1 double), 1 bathroom, furnished","Tara Street, Dublin 2"
"€1,950 monthly","1 bedroom (1 double), 1 bathroom, furnished","High Street Christchurch, Christchurch, Dublin 8"
